age,balance,education,job,marital,month,previous,y
24,-122,secondary,services,single,may,0,yes
54,0,tertiary,retired,divorced,may,0,yes
33,-90,unknown,blue-collar,single,may,0,no
28,286,primary,blue-collar,married,may,0,no
36,-423,secondary,admin.,married,may,0,no
34,505,primary,blue-collar,single,may,0,no
28,296,secondary,admin.,single,may,0,no
31,279,tertiary,technician,single,may,0,no
53,367,secondary,services,married,may,0,no
20,129,secondary,blue-collar,single,may,0,no
47,-13,primary,retired,married,may,0,no
33,1309,primary,blue-collar,married,may,0,no
24,-10,secondary,blue-collar,single,may,0,no
23,5,secondary,admin.,single,may,0,no
27,71,secondary,blue-collar,single,may,0,no
23,281,secondary,admin.,single,may,0,no
30,173,secondary,blue-collar,married,may,0,no
34,383,secondary,blue-collar,divorced,may,0,yes
55,39,primary,blue-collar,divorced,may,0,no
57,1052,primary,management,married,may,0,no
59,-49,unknown,retired,divorced,may,0,no
20,-103,secondary,services,single,may,0,no
30,-846,secondary,services,married,may,0,no
41,705,secondary,admin.,married,may,0,no
37,1950,secondary,services,single,may,0,no
31,253,secondary,admin.,divorced,may,0,no
39,595,tertiary,management,single,may,0,no
28,-185,secondary,blue-collar,married,may,0,no
44,353,primary,blue-collar,married,may,0,no
31,2363,secondary,technician,married,may,0,no
28,52,unknown,blue-collar,married,may,0,no
51,205,unknown,technician,married,may,0,no
34,1557,tertiary,management,married,may,0,no
24,596,tertiary,technician,single,may,0,no
29,-114,tertiary,self-employed,single,may,0,no
50,478,primary,management,married,may,0,no
21,614,secondary,blue-collar,single,may,0,no
29,783,secondary,blue-collar,single,may,0,no
26,401,secondary,blue-collar,single,may,0,no
26,92,secondary,admin.,single,may,0,no
21,-273,secondary,blue-collar,single,may,0,no
23,2594,primary,blue-collar,single,may,0,no
25,382,secondary,services,single,may,0,no
40,-166,primary,blue-collar,married,may,0,no
39,-141,secondary,admin.,divorced,may,0,no
25,-250,secondary,blue-collar,single,may,0,no
26,3825,tertiary,technician,married,may,0,no
57,0,secondary,technician,married,may,0,no
61,1060,primary,retired,married,may,0,no
34,-185,secondary,blue-collar,married,may,0,no
47,955,secondary,unemployed,married,may,0,no
31,263,secondary,self-employed,married,may,0,no
45,4646,secondary,blue-collar,married,may,0,no
33,989,tertiary,technician,single,may,0,no
27,232,secondary,technician,married,may,0,no
41,1483,primary,unemployed,married,may,0,no
58,7495,secondary,technician,married,may,0,no
45,0,tertiary,management,married,may,0,no
49,2199,tertiary,self-employed,married,may,0,no
42,476,secondary,blue-collar,married,may,0,no
52,148,secondary,blue-collar,married,may,0,no
52,3241,secondary,services,married,may,0,no
49,2665,primary,retired,married,may,0,no
59,1875,secondary,retired,married,may,0,no
54,879,primary,management,married,may,0,no
46,1934,secondary,blue-collar,married,may,0,no
44,0,tertiary,management,married,may,0,no
26,380,secondary,services,married,may,0,no
46,2485,secondary,blue-collar,married,may,0,no
59,5521,primary,retired,married,may,0,no
43,24,unknown,blue-collar,married,may,0,no
50,160,secondary,blue-collar,married,may,0,no
26,-204,secondary,blue-collar,single,may,0,no
54,363,unknown,blue-collar,married,may,0,no
44,181,secondary,technician,divorced,may,0,no
36,307,secondary,admin.,divorced,may,0,no
51,193,unknown,services,married,may,0,no
59,3382,secondary,retired,married,may,0,no
42,1823,tertiary,management,married,may,0,no
41,-111,secondary,services,married,may,0,no
43,3373,unknown,blue-collar,married,may,0,no
40,92,primary,self-employed,married,may,0,no
32,463,tertiary,technician,married,may,0,no
55,1192,unknown,technician,married,may,0,no
59,2376,secondary,retired,married,may,0,no
30,-166,secondary,blue-collar,married,may,0,no
47,3960,secondary,admin.,married,may,0,no
23,4,primary,entrepreneur,single,may,0,yes
44,23,primary,blue-collar,married,may,0,no
45,639,secondary,technician,married,may,0,no
35,2144,secondary,technician,single,may,0,no
41,225,secondary,technician,divorced,may,0,no
59,13308,primary,management,divorced,may,0,no
29,95,primary,services,single,may,0,no
48,1199,secondary,services,married,may,0,no
49,400,tertiary,management,married,may,0,no
60,1262,primary,blue-collar,married,may,0,yes
45,849,tertiary,management,married,may,0,no
48,1949,tertiary,management,married,may,0,yes
45,-395,tertiary,entrepreneur,divorced,may,0,yes
48,618,tertiary,management,married,may,0,no
54,0,primary,retired,married,may,0,no
44,0,tertiary,technician,married,may,0,no
46,355,primary,blue-collar,single,may,0,no
52,131,secondary,admin.,divorced,may,0,no
44,6203,tertiary,management,married,may,0,no
52,1635,secondary,services,divorced,may,0,no
46,580,tertiary,entrepreneur,single,may,0,no
54,1814,secondary,admin.,divorced,may,0,no
49,159,secondary,entrepreneur,divorced,may,0,no
46,48,tertiary,management,married,may,0,no
48,189,primary,services,divorced,may,0,no
43,-633,unknown,blue-collar,married,may,0,no
50,5356,primary,blue-collar,married,may,0,no
44,476,secondary,blue-collar,married,may,0,no
43,4478,secondary,unemployed,divorced,may,0,no
51,3132,secondary,admin.,single,may,0,no
59,-892,tertiary,retired,married,may,0,no
52,11,secondary,technician,married,may,0,no
35,414,secondary,admin.,single,may,0,no
36,1165,secondary,blue-collar,married,may,0,yes
32,3839,secondary,services,married,may,0,no
41,196,secondary,blue-collar,married,may,0,no
47,521,primary,blue-collar,married,may,0,no
45,350,secondary,services,married,may,0,no
45,8680,secondary,blue-collar,married,may,0,no
45,0,tertiary,entrepreneur,divorced,may,0,no
29,309,secondary,technician,single,may,0,no
36,125,tertiary,management,married,may,0,no
37,368,secondary,blue-collar,divorced,may,0,no
44,1362,secondary,admin.,married,may,0,no
56,296,secondary,retired,married,may,0,no
52,2240,unknown,management,married,may,0,yes
57,1026,secondary,management,married,may,0,no
54,1301,secondary,services,married,may,0,no
49,199,primary,entrepreneur,married,may,0,no
24,11,unknown,blue-collar,single,may,0,no
42,5,tertiary,self-employed,married,may,0,no
40,373,tertiary,management,married,may,0,no
25,1270,tertiary,management,single,may,0,no
28,416,secondary,blue-collar,single,may,0,no
53,-27,secondary,retired,married,may,0,no
40,221,secondary,admin.,divorced,may,0,no
27,331,secondary,services,single,may,0,no
34,402,tertiary,management,married,may,0,no
56,123,secondary,self-employed,married,may,0,no
45,105,secondary,blue-collar,married,may,0,no
27,0,secondary,blue-collar,married,may,0,no
53,1691,tertiary,retired,married,may,0,no
34,2,tertiary,technician,single,may,0,no
44,3,unknown,admin.,single,may,0,no
46,399,primary,blue-collar,married,may,0,no
53,1421,secondary,retired,single,may,0,no
26,8,tertiary,technician,married,may,0,no
31,150,secondary,admin.,single,may,0,no
35,-371,secondary,services,married,may,0,no
43,1916,secondary,technician,married,may,0,no
47,300,primary,blue-collar,married,may,0,no
37,175,secondary,entrepreneur,divorced,may,0,yes
57,3571,tertiary,retired,married,may,0,no
41,1135,primary,blue-collar,married,may,0,no
55,789,unknown,admin.,divorced,may,0,no
51,2195,secondary,admin.,divorced,may,0,no
27,1311,secondary,blue-collar,single,may,0,no
53,-689,secondary,management,married,may,0,no
39,14,secondary,admin.,single,may,0,no
35,56,secondary,admin.,married,may,0,no
28,26765,secondary,technician,single,may,0,no
29,17,unknown,blue-collar,divorced,may,0,no
51,463,secondary,technician,married,may,0,no
46,751,secondary,admin.,single,may,0,no
50,3478,secondary,unemployed,married,may,0,no
56,88,unknown,entrepreneur,married,may,0,no
28,64,secondary,blue-collar,married,may,0,no
51,36,tertiary,management,married,may,0,no
54,42,secondary,housemaid,married,may,0,no
47,113,primary,blue-collar,married,may,0,no
49,358,secondary,self-employed,married,may,0,no
46,274,primary,blue-collar,divorced,may,0,no
41,0,tertiary,management,married,may,0,no
45,985,secondary,admin.,married,may,0,no
31,81,primary,blue-collar,married,may,0,no
53,592,secondary,admin.,divorced,may,0,no
60,791,unknown,admin.,divorced,may,0,no
55,708,secondary,retired,married,may,0,no
54,51,secondary,technician,divorced,may,0,no
46,0,primary,blue-collar,married,may,0,no
41,356,unknown,technician,single,may,0,no
34,34,secondary,admin.,married,may,0,no
51,12061,secondary,technician,married,may,0,no
31,513,secondary,admin.,single,may,0,no
55,6958,secondary,technician,married,may,0,no
44,126,tertiary,management,married,may,0,no
25,54,secondary,services,single,may,0,no
36,373,secondary,blue-collar,married,may,0,no
33,304,secondary,blue-collar,married,may,0,no
46,781,secondary,blue-collar,married,may,0,no
43,42,primary,blue-collar,divorced,may,0,no
46,618,tertiary,management,married,may,0,no
53,1570,secondary,blue-collar,married,may,0,no
52,1161,secondary,technician,divorced,may,0,no
57,0,unknown,management,divorced,may,0,no
31,-745,secondary,blue-collar,single,may,0,no
54,88,secondary,services,married,may,0,no
37,1330,tertiary,management,married,may,0,no
41,641,secondary,blue-collar,married,may,0,no
44,1423,secondary,admin.,married,may,0,no
26,8206,secondary,services,single,may,0,no
40,4436,primary,blue-collar,married,may,0,no
32,1611,secondary,admin.,divorced,may,0,no
44,607,tertiary,technician,single,may,0,no
44,300,primary,blue-collar,married,may,0,no
35,304,secondary,technician,married,may,0,no
49,254,secondary,services,married,may,0,no
44,3790,secondary,technician,married,may,0,no
40,59,secondary,blue-collar,married,may,0,no
39,1554,secondary,blue-collar,married,may,0,no
51,257,tertiary,blue-collar,divorced,may,0,no
59,643,primary,retired,divorced,may,0,no
42,128,secondary,admin.,married,may,0,no
47,743,secondary,services,divorced,may,0,no
57,1460,primary,blue-collar,married,may,0,no
42,-32,secondary,management,married,may,0,no
40,1117,primary,services,married,may,0,no
44,2887,primary,technician,married,may,0,no
38,446,unknown,admin.,single,may,0,no
51,1212,tertiary,management,married,may,0,no
48,2218,tertiary,management,married,may,0,no
48,705,secondary,blue-collar,married,may,0,no
42,299,primary,blue-collar,divorced,may,0,no
48,313,tertiary,entrepreneur,married,may,0,no
49,12482,tertiary,management,married,may,0,no
44,29312,secondary,services,married,may,0,no
44,2226,primary,services,married,may,0,no
32,1940,secondary,blue-collar,single,may,0,no
43,576,secondary,blue-collar,married,may,0,no
44,0,secondary,services,divorced,may,0,no
53,887,secondary,admin.,divorced,may,0,no
43,17,primary,blue-collar,married,may,0,no
31,106,secondary,technician,married,may,0,no
48,489,tertiary,management,married,may,0,no
46,148,secondary,technician,single,may,0,no
41,14,secondary,blue-collar,divorced,may,0,no
26,1531,tertiary,management,married,may,0,no
26,3108,secondary,blue-collar,married,may,0,no
52,26,secondary,admin.,divorced,may,0,no
47,2466,primary,blue-collar,married,may,0,no
47,1045,unknown,blue-collar,married,may,0,no
27,-588,primary,blue-collar,married,may,0,no
31,413,secondary,services,married,may,0,no
60,0,tertiary,retired,married,may,0,no
58,193,primary,retired,married,may,0,no
44,1340,secondary,blue-collar,married,may,0,no
32,363,secondary,blue-collar,married,may,0,no
33,-306,primary,blue-collar,married,may,0,no
38,607,secondary,admin.,married,may,0,no
35,556,secondary,technician,divorced,may,0,no
47,449,secondary,technician,married,may,0,no
32,338,secondary,blue-collar,single,may,0,no
41,-4,primary,management,married,may,0,no
30,623,tertiary,management,single,may,0,no
60,1390,secondary,retired,married,may,0,no
36,719,secondary,blue-collar,divorced,may,0,no
46,369,primary,blue-collar,married,may,0,yes
58,1357,primary,blue-collar,married,may,0,no
52,0,unknown,entrepreneur,married,may,0,no
55,0,secondary,management,married,may,0,no
43,2047,primary,blue-collar,married,may,0,no
24,507,secondary,admin.,single,may,0,no
24,-427,primary,blue-collar,married,may,0,no
25,53,secondary,blue-collar,married,may,0,no
40,93,secondary,technician,married,may,0,no
31,822,secondary,blue-collar,married,may,0,no
31,849,secondary,technician,single,may,0,no
26,-214,secondary,blue-collar,single,may,0,no
52,161,secondary,blue-collar,married,may,0,no
25,800,tertiary,technician,single,may,0,no
40,598,secondary,blue-collar,married,may,0,no
42,-135,secondary,blue-collar,divorced,may,0,no
31,0,tertiary,technician,married,may,0,no
43,59,secondary,entrepreneur,married,may,0,no
57,452,primary,blue-collar,married,may,0,no
30,49,secondary,housemaid,single,may,0,no
23,-213,primary,blue-collar,married,may,0,no
53,2477,primary,blue-collar,divorced,may,0,no
44,264,secondary,self-employed,married,may,0,no
48,4265,secondary,technician,married,may,0,no
59,559,tertiary,retired,divorced,may,0,no
33,-15,secondary,management,married,may,0,no
60,926,secondary,retired,married,may,0,no
42,693,secondary,services,married,may,0,no
44,9956,tertiary,management,single,may,0,no
50,1300,tertiary,management,single,may,0,no
54,2626,secondary,retired,married,may,0,no
29,-44,secondary,admin.,single,may,0,no
59,593,tertiary,self-employed,married,may,0,no
37,511,secondary,technician,married,may,0,no
55,493,secondary,retired,married,may,0,no
53,599,tertiary,retired,divorced,may,0,no
31,272,secondary,services,married,may,0,no
49,735,tertiary,management,married,may,0,no
28,15,primary,blue-collar,married,may,0,no
47,159,primary,blue-collar,married,may,0,no
31,651,primary,blue-collar,married,may,0,no
49,198,primary,housemaid,divorced,may,0,no
59,-278,unknown,blue-collar,married,may,0,no
34,-100,secondary,blue-collar,married,may,0,no
43,15,primary,admin.,married,may,0,no
38,0,primary,blue-collar,married,may,0,no
41,108,secondary,services,married,may,0,no
44,617,primary,blue-collar,married,may,0,no
31,516,secondary,services,single,may,0,no
35,11,primary,blue-collar,married,may,0,no
37,1026,secondary,admin.,married,may,0,no
58,3635,secondary,admin.,married,may,0,no
24,32,secondary,blue-collar,married,may,0,no
35,-123,primary,blue-collar,single,may,0,no
33,-238,secondary,blue-collar,divorced,may,0,no
40,1089,tertiary,entrepreneur,married,may,0,no
46,3749,tertiary,admin.,divorced,may,0,no
41,3140,primary,blue-collar,married,may,0,no
33,221,tertiary,blue-collar,married,may,0,no
35,300,primary,blue-collar,divorced,may,0,yes
57,515,primary,retired,divorced,may,0,no
40,819,primary,technician,married,may,0,no
36,722,secondary,blue-collar,married,may,0,no
47,3346,secondary,management,divorced,may,0,no
50,419,primary,blue-collar,married,may,0,no
51,330,secondary,technician,married,may,0,no
41,1576,tertiary,management,divorced,may,0,no
38,258,tertiary,management,married,may,0,no
39,317,primary,blue-collar,married,may,0,no
25,57,secondary,services,single,may,0,no
43,3285,secondary,technician,married,may,0,yes
33,152,secondary,blue-collar,married,may,0,no
45,2429,secondary,blue-collar,married,may,0,no
58,3111,secondary,unknown,divorced,may,0,no
57,1352,primary,blue-collar,married,may,0,no
27,37,tertiary,unemployed,single,may,0,no
25,640,tertiary,technician,single,may,0,no
38,113,unknown,blue-collar,married,may,0,no
28,468,secondary,technician,single,may,0,no
33,184,secondary,services,married,may,0,no
44,633,secondary,blue-collar,single,may,0,no
57,7,secondary,admin.,married,may,0,no
46,57,secondary,blue-collar,single,may,0,no
57,0,secondary,technician,divorced,may,0,no
42,419,primary,blue-collar,divorced,may,0,no
46,120,secondary,admin.,married,may,0,no
39,580,secondary,entrepreneur,married,may,0,no
27,362,secondary,blue-collar,married,may,0,no
42,43,secondary,management,married,may,0,no
58,749,secondary,admin.,married,may,0,no
42,243,secondary,admin.,single,may,0,no
48,9004,primary,blue-collar,married,may,0,no
