level_0,index,age,workclass,education,marital_status,occupation,sex,income
8374,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
8375,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
8376,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
8377,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8379,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
8380,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
8381,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
8382,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
8383,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
8384,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
8385,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8386,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
8387,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8388,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
8389,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
8390,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
8391,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8392,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8393,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
8394,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
8395,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
8396,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
8397,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
8398,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
8399,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
8401,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
8402,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
8403,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
8404,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
8405,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
8406,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
8407,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
8408,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
8409,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
8410,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
8411,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8412,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
8413,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
8414,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
8415,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
8416,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
8417,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
8418,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
8419,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
8420,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
8421,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
8422,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
8423,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
8425,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
8426,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
8427,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
8428,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
8430,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
8432,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
8433,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
8434,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8436,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
8437,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
8438,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
8439,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
8442,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
8443,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
8444,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
8445,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8447,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,>50K
8448,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
8449,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8450,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
8452,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
8453,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
8454,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
8455,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
8456,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
8457,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
8458,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
8459,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
8460,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
8462,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
8463,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
8464,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
8466,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
8467,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
8468,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
8469,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
8470,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
8471,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
8472,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
8473,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8474,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
8475,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
8476,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
8477,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
8479,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
8481,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8482,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,>50K
8484,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
8485,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
8486,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8487,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
8488,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
8489,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
8490,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
8491,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8492,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
8493,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8494,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
8496,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
8497,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
8499,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
8500,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
8501,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
8502,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
8503,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
8504,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
8505,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
8506,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
8507,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
8510,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
8511,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
8512,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
8513,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
8514,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
8515,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
8516,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
8517,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
8518,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
8519,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
8520,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
8522,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
8523,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,>50K
8524,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
8525,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
8527,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
8528,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
8529,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,>50K
8531,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
8533,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8534,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
8535,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8536,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
8537,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
8538,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
8539,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
8540,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
8541,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
8542,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8543,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
8544,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
8546,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
8547,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
8548,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
8549,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
8550,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
8551,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
8552,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
8553,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
8554,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8555,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
8556,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8559,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
8561,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
8562,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
8563,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
8565,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
8566,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
8567,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
8568,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8569,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
8570,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
8572,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
8574,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
8576,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
8577,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
8578,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
8579,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
8580,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
8581,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
8582,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
8583,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
8584,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
8585,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
8586,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
8587,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
8588,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
8589,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
8590,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
8591,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
8592,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
